MYC2,ANAC072,ZFHD1,HOS1,SIZ1,WRKY18,WRKY40,AREB1,AREB2 ,ABF1,ABF3,DRIP1,MAP3K15,MKK4,MPK6,WRKY59,RD20,ICE1,MYB15,DREB1A,DREB1B,DREB1C,WRKY60,MYB2,ANAC019,ANAC055,RD22,ATAF1,DREB1D,ERD1,DREB2A,RD29A
9.459241,8.170378,7.835449,7.228411,7.713574,8.34881,8.773804,7.43929,7.211133,7.275949,7.475911,7.137207,7.136475,7.355319,7.562678,6.606445,8.111607,7.065538,8.088792,7.375244,8.3625,7.29834,6.921875,7.307373,7.967896,6.78125,9.709886,7.6014,7.416992,8.450718,7.801649,9.648897
9.062911,8.446745,7.769531,7.410924,8.049805,8.580611,9.031982,7.958171,7.878711,7.899065,7.526107,7.037012,7.093099,7.523588,7.389116,6.831055,7.25865,7.421332,7.326773,7.560303,8.426758,7.36735,7.242622,7.175293,7.625,6.929443,10.68622,7.60734,7.67334,8.006034,8.479275,9.476907
8.375565,7.54082,7.635254,7.474644,7.721094,7.827148,8.291992,7.069906,7.31901,7.539063,7.236263,7.061621,7.015299,7.206881,7.636186,6.765951,7.002093,7.26888,7.185547,7.302979,8.267578,7.284993,7.080946,7.178955,7.46106,6.83252,8.283654,7.323161,6.83667,8.211251,7.256944,8.238396
9.435752,7.701237,7.786621,7.376256,7.733789,7.883789,9.498535,7.665202,7.60319,7.825753,7.241536,7.154639,6.904785,7.599985,7.608398,6.738281,6.919782,6.947266,7.196439,7.654053,8.641992,7.53776,6.9477,6.941284,7.870117,6.868774,10.2476,7.719645,6.852783,7.916992,8.726237,9.237822
8.398694,7.518815,7.950073,7.371617,7.359277,7.288707,8.470825,7.090495,7.450716,7.351493,7.553451,7.118457,7.161051,7.356746,7.546609,6.911133,7.540179,6.997613,7.205003,7.072021,8.21582,7.003418,7.004232,7.131104,7.203979,6.671875,9.329327,7.313883,6.86084,8.304095,7.859701,8.692038
8.726717,7.477474,8.000732,7.324602,7.591016,7.235973,8.677856,7.728678,7.971484,7.675781,7.903711,7.166602,6.93278,7.422927,7.180043,6.57194,7.465681,6.946398,7.100736,7.761963,7.950391,7.381836,7.095269,7.14563,7.359619,6.952393,9.837139,7.905843,7.667236,7.785784,8.070855,8.350701
8.344881,8.186654,7.73584,7.270229,7.611328,6.900657,7.278076,7.184977,7.25957,7.192104,8.131901,7.108838,7.196126,7.066707,7.568359,6.739583,7.75572,7.07997,7.073543,6.985596,7.95918,6.938314,6.881727,7.089111,7.291626,6.607544,8.554011,7.510335,6.982178,9.229039,7.345378,7.23156
8.33162,8.006966,8.00293,7.223598,7.509961,7.421254,7.743042,8.275716,8.457227,7.867048,8.046029,7.201465,6.933838,7.155198,7.468572,6.527669,7.199219,6.920247,7.11854,7.476807,8.119531,6.932617,7.056966,7.063477,7.234131,6.86731,9.3122,7.191488,7.731445,8.046805,7.395508,9.535156
8.263826,7.302409,7.904297,7.378871,7.33252,7.396928,7.823608,7.172933,7.443555,7.3607,7.359896,7.068359,6.938965,7.206956,7.568271,6.654622,7.09654,7.044813,6.97183,7.41626,8.215234,6.97168,7.024523,6.942383,6.914063,6.683594,9.109976,7.140625,7.076904,8.291225,7.872613,7.876321
8.173109,8.111003,8.036499,7.310756,7.376758,7.826971,7.865723,7.5979,7.667578,7.82394,7.75957,7.252051,7.095296,7.472506,7.556019,6.570964,7.272321,7.181858,7.103816,7.113037,8.053906,7.486003,7.199761,7.158081,7.435425,6.760986,9.637921,7.377441,7.469727,7.906145,8.061306,9.4321
8.393863,7.542253,7.609619,7.236991,7.536914,7.519975,7.572021,7.373698,7.271875,7.986468,7.878581,7.142725,6.962158,7.278095,7.950906,7.11556,7.096122,6.883898,7.152945,7.122559,8.450977,7.319824,7.053602,6.847168,7.517334,6.74292,9.114483,7.143473,7.025879,8.648158,7.171875,9.80756
8.840975,7.901628,7.841919,7.414481,8.011133,7.322532,7.863159,7.513753,7.699023,8.182826,7.913997,6.940527,6.983073,7.287335,7.515004,6.731771,7.288644,7.240234,6.967172,7.309326,8.957813,7.090169,7.164388,7.157593,7.385376,6.593628,9.877028,7.378499,7.49707,7.978551,8.113281,9.898035
8.176501,7.675651,7.605347,7.462019,7.650781,7.415039,7.809082,7.322266,7.516146,7.2357,7.538607,7.145752,6.867432,7.163462,7.96946,6.447266,7.292829,7.20204,7.346154,7.386963,7.708008,7.007813,6.974826,7.106689,7.224487,6.676025,8.798903,7.198649,7.129883,8.454799,7.099935,8.278435
8.869141,8.306576,8.007324,7.635986,7.527734,7.281694,7.887329,8.135905,8.066341,7.886649,8.375846,7.023047,6.84082,7.351112,7.897727,6.507161,7.875977,7.305881,6.802434,7.123291,8.461719,7.09847,6.962131,7.241943,7.726318,6.965942,10.5329,7.582764,6.888184,8.294294,7.914822,9.14051
8.59118,8.99043,7.584351,7.343331,7.61875,7.316584,7.619751,7.466797,7.749805,7.786761,8.469206,7.110889,7.2146,7.35284,7.999645,6.634766,8.240932,7.151367,7.179988,7.557373,8.513477,7.797201,6.942817,7.334839,8.002686,7.423706,9.358849,7.705404,6.983154,9.233747,7.250543,7.970244
8.685033,8.286328,7.461548,7.64488,8.527246,7.314808,7.73999,8.370117,8.294792,7.873326,8.191081,7.005029,6.819255,7.232197,7.83718,6.552734,7.563616,7.303602,6.766226,7.181885,8.592578,7.14209,6.989149,7.082031,7.487427,6.967163,10.90219,7.67806,7.188965,8.297607,7.930773,9.423369
8.646947,7.662435,7.86084,7.37371,7.850781,7.933061,7.94873,7.296712,7.482487,7.620605,8.009766,7.083887,7.064046,7.61884,7.885565,6.649414,7.63351,7.227648,7.651442,7.587158,7.773828,7.093587,7.123589,7.278809,7.240967,6.927002,8.925781,7.343099,7.286621,8.948765,7.357096,9.027861
9.043637,8.226563,7.802979,7.4134,7.976855,7.619851,8.775757,7.879557,7.91888,7.529576,8.312174,7.153516,6.974691,7.633038,7.56108,6.551432,7.761161,7.024306,6.974835,7.095947,7.999414,7.000488,7.088976,7.19397,7.125854,6.782471,9.911283,7.658773,6.826904,8.254778,7.536784,8.553481
8.76213,7.68125,7.594482,7.490827,7.439746,7.36701,8.250977,7.129313,7.541862,7.277204,7.778255,7.148193,6.828776,7.235051,7.228604,6.697266,7.921596,7.321072,7.132212,7.900146,8.104688,7.604818,6.934462,7.346069,7.200684,6.879883,9.394606,7.370117,7.483398,8.254429,7.180013,8.32261
8.781147,7.773698,7.68457,7.584089,7.849121,8.058061,8.360352,7.831299,8.10013,7.529925,7.854427,7.326074,7.113851,7.518404,7.286665,6.566081,7.571987,7.101454,6.965069,7.144531,7.956836,7.31722,6.879123,7.304199,7.370728,6.65918,10.34157,7.47819,6.912842,7.910679,7.650391,8.549747
9.414782,7.713021,7.902832,7.356027,7.750098,7.959695,8.44165,7.423177,7.384766,7.173898,8.512956,7.044385,6.971517,7.387921,7.779386,6.605794,8.475028,7.113607,7.29034,6.906738,8.141016,7.602702,6.931858,7.270142,7.354126,6.806763,9.84052,7.537354,7.240967,8.634173,7.121094,8.811868
8.713713,8.129427,7.646973,7.397635,7.963379,7.978161,7.772949,8.375326,8.395313,7.320731,8.922852,7.001416,6.998942,7.349084,7.726918,6.53776,8.334542,6.879123,7.065655,7.142822,7.49375,7.256185,7.188585,7.362427,7.121826,6.636963,10.52254,7.141846,7.912598,8.286203,7.439345,8.379538
8.774157,7.701172,7.210449,7.480155,7.685156,7.562411,8.001709,7.301921,7.48444,7.40918,7.829427,7.080762,6.806641,7.586388,7.76305,6.653971,7.580357,7.00293,6.953501,7.733154,7.924414,7.90804,7.136068,7.271362,6.994629,6.890015,9.379432,7.375488,7.279541,8.165004,7.042969,8.162626
9.245169,7.664714,7.720825,7.536272,7.780762,8.148082,8.524414,7.79248,7.998503,7.586496,8.077669,7.190283,6.927979,7.511193,7.462269,6.827799,7.447545,6.952691,7.112455,7.384277,8.442969,7.287435,6.976888,7.238647,7.120483,6.851929,10.39348,7.684408,7.021973,7.843087,7.718859,8.400103
8.799188,8.033529,7.72644,7.420096,7.408691,7.351385,7.699585,7.398275,7.601432,7.259417,8.175391,7.167383,7.117269,7.092623,7.640004,7.051758,9.020368,6.972656,7.517728,6.958984,7.80918,7.248372,6.991536,7.305054,7.635864,6.859497,9.650015,7.457926,7.109131,8.074393,7.578125,9.626149
9.321289,8.450911,7.536621,7.307722,7.556738,8.510742,9.249756,8.060628,7.899089,7.459054,7.85,7.167236,6.958659,7.504582,7.452681,6.968099,7.597935,7.041884,7.349309,7.695801,8.788086,7.365397,7.074653,7.051514,8.664917,6.740967,10.12598,8.228841,7.563232,8.539132,8.86122,9.292394
8.313785,8.062695,7.622559,7.274798,7.370313,7.191051,7.229736,7.423503,7.600195,7.319057,8.222526,6.996436,6.996989,7.04064,7.676935,6.680339,7.983398,7.255534,7.198092,7.434082,8.917578,7.097168,7.120768,7.524902,7.326782,6.947632,10.07076,7.278076,7.375732,8.617327,7.26964,8.602022
9.442588,8.36263,7.501221,7.584054,8.294141,7.834783,9.213989,8.072998,8.226563,8.094029,8.13724,7.024121,6.923665,7.45643,7.64533,6.571615,7.604353,6.961914,7.252404,7.172119,8.624219,7.796712,6.928602,7.185303,8.1875,6.656006,10.43615,7.98112,7.435059,8.254464,8.537869,10.26712
8.436009,8.239714,7.941895,7.305838,7.58252,6.924006,8.036499,7.333171,7.81556,7.541295,8.094076,7.078076,6.845378,7.334961,7.851474,6.713867,7.409877,7.093641,6.974835,7.177246,8.4125,7.421387,7.053385,7.497314,7.341064,7.008789,9.771559,7.432292,7.21875,8.56672,8.184462,8.13287
9.376285,8.058333,7.783325,7.593227,7.844629,7.577237,8.632202,7.765706,8.091081,7.62507,7.900977,7.08999,6.829102,7.471304,7.519442,6.499349,7.710938,7.001519,7.451998,7.353271,8.375586,7.194661,7.108941,7.223755,7.897095,6.977905,9.826848,7.604248,7.166992,8.057931,8.440755,9.359318
8.887901,7.686393,7.515503,7.442906,7.410352,7.300692,7.925659,7.535319,7.572786,7.40339,8.388346,7.05249,7.246257,7.125526,7.291726,6.63151,8.396484,7.185113,6.960261,7.156982,8.646094,7.290527,6.772895,7.307129,6.896729,6.741455,10.37898,7.227214,7.077393,8.284005,7.166016,9.325597
8.986894,7.843229,7.743164,7.400286,7.807422,8.464311,9.185913,7.769287,8.337826,7.37507,8.24349,7.25376,7.279867,7.587515,7.357511,6.51237,7.700614,7.336589,7.110877,7.376221,7.930859,7.47054,6.887261,7.12793,7.16333,7.016357,10.68465,7.737874,7.04541,8.024414,7.838976,9.339154
8.745169,7.970964,7.564575,7.405657,7.405371,7.596236,8.689087,7.276611,7.72819,8.053013,7.792513,7.068164,6.996175,7.496094,7.908026,6.674805,7.499721,7.229275,6.832858,7.352539,8.968945,7.730632,7.223741,7.155762,7.50769,6.857666,9.633564,7.743327,7.053711,8.923619,8.557943,8.931066
9.205695,8.264779,7.539429,7.434222,7.57627,8.222567,9.340698,7.759766,7.948372,8.294713,8.059505,7.02334,6.952718,7.235276,7.460405,6.516602,7.661272,6.924479,7.663612,7.460938,8.50332,7.59554,7.226997,7.353516,7.687012,6.684326,9.927734,7.753988,7.639893,8.171282,8.73763,9.065028
9.153115,7.54388,6.92334,7.28118,7.430664,7.351474,8.727905,7.412516,7.381901,7.345424,8.15931,6.994873,7.083659,7.282828,7.634411,6.878255,8.67341,6.951606,7.594351,7.717529,9.141211,7.717285,7.003038,7.430298,7.724487,7.009277,10.10081,7.636719,6.849121,8.703857,7.703559,9.634536
10.0001,8.582747,7.088989,7.443115,7.523047,9.226207,9.483643,7.512126,7.670573,7.36077,7.877279,7.091113,6.85498,7.75924,7.476474,7.263021,7.584542,6.92806,7.922551,6.640869,8.620898,7.500977,7.52615,7.363159,8.535278,6.777832,9.600361,8.318929,7.237305,7.980085,8.569444,9.727309
8.582699,8.167122,7.721069,7.347168,7.609277,7.597124,7.844482,7.378825,7.35599,7.793666,7.785091,7.096875,6.925212,7.248122,7.631481,6.564779,7.404855,6.976454,7.417668,7.828125,8.951758,7.457031,6.82704,7.439697,7.724609,6.793091,9.195538,7.166423,7.235596,8.675851,7.707791,8.999311
9.117856,7.935807,7.670288,7.334333,7.62959,7.166548,8.864624,8.053304,7.84349,7.897321,7.921354,7.12876,7.200114,7.268179,7.389205,6.611979,7.061663,6.88444,7.018179,7.379639,9.140039,7.52002,6.759006,7.396851,7.444824,6.830811,10.06663,7.694824,7.199707,8.262207,8.715061,9.410903
8.702868,7.844987,7.939087,7.409424,7.551465,7.131481,7.571411,7.227783,7.372982,7.435965,7.445638,7.148633,6.974365,7.008188,7.86044,6.556315,7.577706,6.940538,7.05311,7.293945,8.091797,6.861491,6.958876,7.181763,7.383179,6.929688,8.610051,7.277751,7.080566,8.244176,7.268012,7.88264
8.199887,7.93737,7.868164,7.391671,7.596875,7.469105,7.594604,7.788249,7.325391,7.979632,7.670638,7.184619,7.024414,7.429988,7.328835,6.868815,8.058733,7.111437,7.252704,7.036377,8.09375,6.982096,7.230686,7.283447,7.345703,6.914673,9.656475,7.239502,7.054932,8.172294,7.472873,8.397116
8.720241,8.432552,7.503906,7.280413,7.526758,8.471147,7.762939,7.224691,7.386198,8.074707,7.460091,7.166602,6.767171,7.246019,7.884411,6.960286,7.924526,7.036784,7.187951,7.581787,8.858398,7.265299,6.928711,7.270874,7.292603,6.706787,9.295147,7.679281,6.857666,8.534249,7.742188,10.13448
9.258069,7.646094,7.56604,7.401228,7.97666,7.573509,8.894287,7.693522,7.846615,7.993025,8.410352,7.160693,7.049479,7.367338,7.570756,6.789714,7.8863,7.062609,7.106746,7.15332,8.199414,7.096191,6.928711,7.035767,7.133057,6.741333,10.52832,7.475505,7.224854,8.032959,8.196832,9.023265
8.212017,8.199154,7.594604,7.366071,7.851758,7.446555,7.273193,7.190023,7.483594,7.724819,7.94056,7.226074,7.159749,7.227013,7.563477,6.80013,7.940569,7.104384,7.176007,7.302979,8.20957,6.989421,6.943902,7.290039,7.274414,6.799683,9.209059,7.249756,7.144531,8.537598,7.3852,10.03177
8.944593,7.436003,8.02063,7.499233,7.464453,8.267844,8.288818,7.697021,7.301107,7.372349,7.616862,7.300244,7.322103,7.277719,7.396129,6.427409,7.348214,7.110569,7.092323,6.838379,7.923828,7.144368,6.966471,7.192505,7.386597,6.874634,9.364408,7.978434,7.154297,7.866595,8.256944,9.015797
9.548777,9.043294,7.615234,7.327985,7.619043,8.558061,8.753662,7.262288,7.649284,7.593262,7.994271,6.969824,7.155762,7.185547,7.758345,7.124674,8.163783,6.99273,8.179913,7.447021,8.562695,7.062337,6.846788,7.419189,8.20459,7.074829,9.267203,7.375651,7.146729,9.453334,7.618707,9.610524
9.215666,8.311068,7.781128,7.40339,7.893262,7.830256,8.572632,7.547607,7.806901,7.670271,7.585091,7.08623,7.018473,7.361028,7.41424,6.857422,7.702009,7.030599,7.153546,7.025391,7.998633,7.043132,6.862847,7.308838,7.458984,6.648071,9.733023,7.663086,7.246582,7.732073,8.406467,9.194164
8.796772,8.359375,7.621094,7.251465,7.625391,8.353516,8.415405,7.412109,7.38418,7.735212,7.682487,6.986279,7.013672,7.261043,7.87207,7.044596,7.618025,6.983398,7.504808,7.252441,8.433008,6.980469,7.247396,7.500244,7.919189,6.791504,9.267653,7.490153,7.45874,8.879604,7.837457,9.272059
8.16396,7.829362,7.598633,7.287737,7.517383,7.715998,7.615356,7.59668,7.597461,7.693359,7.787305,7.186816,7.24585,7.254958,7.384144,6.952799,7.898717,6.809462,7.045748,7.161377,8.254102,6.930501,7.271376,7.215698,7.47644,6.919067,10.30972,7.274495,7.426025,7.748884,7.922635,9.179573
9.318102,8.073828,7.766968,7.345319,7.617285,8.530185,8.167358,7.298421,7.324674,7.225586,8.012174,6.879004,6.929199,7.326698,7.834606,6.631185,8.526088,6.969401,7.45598,7.123779,7.876172,7.083496,7.105903,7.362427,7.262695,6.799072,9.957482,7.296549,7.116699,8.477469,6.962674,8.941636
9.192177,7.666992,7.977539,7.608468,7.44834,8.353693,8.95752,7.84432,8.114128,7.28404,8.024219,6.971924,7.173096,7.509841,7.718572,6.833333,8.198382,7.044596,7.117864,7.266846,8.224219,7.493327,7.31901,7.508057,7.130493,6.581055,11.14205,7.400635,6.81665,7.873326,7.728733,8.567842
8.577148,7.387109,6.993896,7.458636,7.332813,8.185458,7.607788,7.377604,7.368815,7.165179,8.065885,6.944824,6.975098,7.344651,7.673295,6.707682,8.588588,7.255968,7.071665,7.44751,7.508984,7.161458,7.030599,7.303345,6.965088,6.861328,9.641752,7.752279,7.045654,7.974888,7.08941,8.787799
9.128444,7.517188,6.79187,7.585519,8.009863,9.234464,8.928955,7.542969,7.716276,7.364886,7.741341,6.976318,7.042318,7.432767,7.618164,6.771159,7.812919,7.133898,7.208984,7.207031,8.147656,7.672363,7.01671,6.994141,7.0448,6.834229,10.53914,7.500326,6.945801,8.20159,7.915907,8.434743
9.187963,8.250846,7.491211,7.344273,7.735352,7.612305,7.526123,7.386556,7.31543,7.271903,8.331901,6.994678,6.960693,7.171424,7.937322,6.803385,8.052734,7.205295,7.305814,7.117676,7.833594,6.856445,6.984266,7.309814,7.294556,7.240601,9.830529,7.239665,6.98584,8.565744,7.166775,8.378504
8.56656,7.296029,7.310669,7.297747,7.622461,8.818892,7.667603,7.124919,7.571354,7.152762,8.059115,6.873975,6.873698,7.49662,7.476119,6.617513,7.480748,7.153863,7.264648,7.016846,7.750781,7.383789,7.114692,7.376343,7.064941,6.672241,10.7654,7.45223,6.691162,8.064662,7.117405,7.605813
9.051192,8.185742,7.82251,7.361014,7.60752,7.549627,7.998657,7.395426,7.695898,7.053781,7.738411,7.113428,7.044759,7.345628,7.666104,6.707357,8.054129,7.362305,7.118915,7.045654,8.054688,7.25651,7.111654,7.378906,7.227783,7.006348,9.54387,7.589518,7.278564,8.420794,7.801107,8.237994
9.029451,8.741146,7.814941,7.306083,7.547559,8.431729,8.971069,7.562419,7.561979,7.37221,7.59668,7.143896,7.21932,7.35915,7.558416,6.652344,7.898996,7.133464,7.099835,7.384766,8.667188,7.058919,6.860135,7.169922,8.901489,6.790649,10.19599,8.318929,7.375244,8.653774,8.810113,9.811638
8.525956,7.731706,7.824585,7.401018,7.453223,7.380149,7.566772,7.40389,7.426628,7.356376,7.814844,7.023047,7.152751,7.458158,7.430131,6.586589,8.016183,7.25944,7.144681,7.173096,8.072656,6.948568,7.072483,7.318359,6.947144,6.554688,9.495718,7.363688,7.305664,8.195452,7.537652,8.412282
9.654759,7.991667,7.875366,7.464181,7.348633,8.498846,9.52832,7.643392,7.698112,7.183175,7.943424,6.835742,6.912028,7.268555,7.336026,6.703451,7.496931,6.979709,7.617788,6.973145,8.363086,7.48877,7.001519,7.27771,7.219604,6.807495,10.77749,7.961589,7.36377,7.877372,7.954319,8.527286
8.358604,7.315755,7.605957,7.565465,7.332617,7.18821,7.784058,7.33846,7.238021,7.398717,7.639323,7.092383,7.030436,7.295823,7.504883,6.704427,7.407645,7.052192,7.119967,7.057617,7.812695,6.824219,6.921441,7.09375,7.100708,6.79895,9.197115,6.916667,7.220459,7.815534,6.772678,8.749828
9.2592,7.369401,8.110962,7.413156,7.657129,7.699574,8.90564,7.56429,7.980534,7.428432,8.093164,7.068213,6.96696,7.61238,7.358754,6.813802,7.622907,6.85829,6.995793,6.935547,8.485742,6.980306,6.893229,7.162964,7.141357,6.761353,10.07219,7.375651,7.416016,7.63916,8.065538,7.757181
8.815275,7.876497,7.575073,7.396136,7.540039,7.607688,8.745117,7.198242,7.406055,7.268555,7.607357,7.124658,6.903483,7.359826,7.84375,6.801432,8.351423,6.949544,7.639273,6.996094,8.00332,7.362305,6.892687,7.149658,7.590454,6.923828,9.861854,7.437744,7.259033,8.342181,7.256185,9.338867
9.315224,7.405599,7.687012,7.395612,7.585156,8.175071,9.431885,7.554281,7.521224,7.458426,7.750716,7.151514,7.00236,7.609751,7.503462,6.721029,7.666155,7.197049,7.286734,6.993408,8.016992,7.692871,6.798937,6.959961,7.449829,6.874878,10.01938,7.957113,6.936768,7.950405,8.159722,7.730756
8.822625,7.761979,8.104248,7.450788,7.691797,7.575639,8.182739,7.270671,7.508268,7.472028,7.687109,7.130762,7.208008,7.479492,7.629616,6.84082,8.128906,7.022027,7.539588,6.920654,8.166602,7.311849,7.22526,7.418091,7.258545,6.991211,9.269456,7.513184,7.037109,8.287981,7.866102,8.883559
9.316612,8.972526,7.826416,7.537458,7.628906,8.660778,9.177612,7.511393,7.608073,7.505441,7.749544,7.039844,7.011963,7.895132,7.542614,6.618815,7.84668,7.39388,7.285532,7.584717,8.160742,7.426595,6.9375,7.053833,9.126831,6.948853,10.19494,8.485514,7.320313,8.2274,8.401042,9.874023
8.764905,7.39974,7.217651,7.505336,7.781738,7.994762,8.341187,7.265544,7.447201,7.671456,7.738932,6.870264,6.839518,7.344576,7.932085,6.617188,7.469308,7.080512,7.101262,7.409912,8.592773,7.885417,7.1926,7.116577,7.120728,6.855591,10.04207,7.546794,7.180176,8.265974,8.133898,9.299862
9.203588,8.060156,8.072632,7.362898,8.049609,8.137695,8.738403,8.005778,7.694141,7.781948,7.969401,7.283203,7.009033,7.343374,7.515714,7.091471,7.72433,7.027669,7.495343,7.334717,8.399219,7.262695,6.975477,7.130127,7.007324,6.830078,9.702299,7.519368,7.425049,7.889997,7.856337,9.292796
8.776573,8.075977,7.710938,7.435477,7.312305,7.275479,8.081665,7.331136,7.720247,7.738839,7.895443,7.056445,6.970296,7.520959,7.844283,6.496419,8.674247,7.060221,7.440204,7.287109,8.088281,6.924154,7.085503,7.377441,7.637085,7.204834,10.06017,7.762695,6.774414,9.045689,7.307943,8.569795
9.057463,8.30026,7.60498,7.470006,7.562793,8.010121,8.323853,8.306315,8.275391,7.814662,8.115039,7.062207,6.919596,7.189303,7.666282,6.885091,8.512416,7.165473,6.921349,7.412598,8.14375,6.994466,7.210938,7.585815,7.655518,6.700806,11.05867,7.846517,7.16333,8.452427,7.481988,8.065659
8.943051,8.055534,7.591064,7.421456,7.288867,7.539063,8.747925,7.274577,7.578906,7.448033,7.832227,6.887695,7.194173,7.318059,7.974077,6.516602,8.644671,7.114909,7.653921,6.936768,8.400781,7.368164,7.212999,7.021362,7.607056,6.875,9.945087,7.707113,7.327637,8.830287,7.515516,9.563419
9.261719,8.020768,7.468018,7.398926,7.659082,8.299805,8.935059,7.642253,7.880078,7.266811,8.257943,7.093994,7.076823,7.344877,7.499467,7.050781,7.495396,7.062609,7.010968,7.219238,8.169727,7.674642,7.003689,7.468384,7.161133,6.805542,10.37635,7.335531,6.741455,7.815534,7.858398,7.877011
